MES_COTIZACION,COD_CLIENTE,COD_SOL,GARANTIA,IMPORTE,PLAZO,TEA_MINIMA,FLG_DESEMBOLSO
1/04/2019,==BBVAPE467552181,==BBVAPE55731189,SIN GARANTIA,11100,48,0.2075,1
1/04/2019,==BBVAPE453636273,==BBVAPE9578379,SIN GARANTIA,15000,36,0.2135,1
1/04/2019,==BBVAPE402241467,==BBVAPE9595947,SIN GARANTIA,6800,36,0.324,1
1/04/2019,==BBVAPE401884581,==BBVAPE9632307,SIN GARANTIA,3000,6,0.387,1
1/04/2019,==BBVAPE468560397,==BBVAPE9556401,SIN GARANTIA,64400,60,0.185,0
1/04/2019,==BBVAPE496413381,==BBVAPE55672833,SIN GARANTIA,25600,60,0.18899999999999997,0
1/04/2019,==BBVAPE461644041,==BBVAPE9533577,SIN GARANTIA,80000,60,0.185,1
1/04/2019,==BBVAPE454748043,==BBVAPE9651567,SIN GARANTIA,4000,12,0.38799999999999996,1
1/04/2019,==BBVAPE485236533,==BBVAPE55698357,SIN GARANTIA,53600,60,0.185,0
1/04/2019,==BBVAPE437989323,==BBVAPE9580791,SIN GARANTIA,15000,48,0.2145,1
1/04/2019,==BBVAPE453660267,==BBVAPE55729947,SIN GARANTIA,11300,36,0.2075,0
1/04/2019,==BBVAPE453660267,==BBVAPE55730631,SIN GARANTIA,11300,36,0.2075,0
1/04/2019,==BBVAPE470018973,==BBVAPE9683661,SIN GARANTIA,12000,48,0.2175,0
1/04/2019,==BBVAPE468916419,==BBVAPE55605027,SIN GARANTIA,5400,36,0.312,1
1/04/2019,==BBVAPE468916419,==BBVAPE55615467,SIN GARANTIA,5400,36,0.312,0
1/04/2019,==BBVAPE468916419,==BBVAPE55618779,SIN GARANTIA,5400,36,0.312,0
1/04/2019,==BBVAPE450769287,==BBVAPE55659153,SIN GARANTIA,7100,60,0.35600000000000004,1
1/04/2019,==BBVAPE450769287,==BBVAPE55696089,SIN GARANTIA,7100,60,0.35600000000000004,0
1/04/2019,==BBVAPE479769573,==BBVAPE9618033,SIN GARANTIA,25000,36,0.2005,0
1/04/2019,==BBVAPE482929023,==BBVAPE9637491,SIN GARANTIA,15000,24,0.2145,1
1/04/2019,==BBVAPE439830885,==BBVAPE9588297,SIN GARANTIA,20000,48,0.2115,1
1/04/2019,==BBVAPE479775405,==BBVAPE9433641,SIN GARANTIA,2000,12,0.35700000000000004,1
1/04/2019,==BBVAPE402861639,==BBVAPE55678809,SIN GARANTIA,7400,60,0.3025,0
1/04/2019,==BBVAPE402861639,==BBVAPE55679529,SIN GARANTIA,7400,60,0.3025,0
1/04/2019,==BBVAPE402861639,==BBVAPE55702227,SIN GARANTIA,6600,48,0.3025,0
1/04/2019,==BBVAPE427257669,==BBVAPE55739649,SIN GARANTIA,26400,60,0.188,0
1/04/2019,==BBVAPE434877267,==BBVAPE9453819,SIN GARANTIA,56000,60,0.2005,0
1/04/2019,==BBVAPE434877267,==BBVAPE9499503,SIN GARANTIA,48000,60,0.2015,1
1/04/2019,==BBVAPE409618443,==BBVAPE55644825,SIN GARANTIA,1200,36,0.3441,0
1/04/2019,==BBVAPE409618443,==BBVAPE55644897,SIN GARANTIA,1200,36,0.3441,0
1/04/2019,==BBVAPE409618443,==BBVAPE55666659,SIN GARANTIA,1200,36,0.3441,1
1/04/2019,==BBVAPE488270505,==BBVAPE55704711,SIN GARANTIA,12700,60,0.2085,0
1/04/2019,==BBVAPE488270505,==BBVAPE55704783,SIN GARANTIA,12700,60,0.2085,0
1/04/2019,==BBVAPE488270505,==BBVAPE55720191,SIN GARANTIA,12700,60,0.2085,1
1/04/2019,==BBVAPE445538811,==BBVAPE55722063,SIN GARANTIA,13600,60,0.2065,0
1/04/2019,==BBVAPE469190037,==BBVAPE55614855,SIN GARANTIA,2000,36,0.3369,0
1/04/2019,==BBVAPE477245649,==BBVAPE55633953,SIN GARANTIA,15100,36,0.171,0
1/04/2019,==BBVAPE477245649,==BBVAPE55694847,SIN GARANTIA,15100,36,0.171,0
1/04/2019,==BBVAPE477245649,==BBVAPE55694883,SIN GARANTIA,15100,36,0.171,1
1/04/2019,==BBVAPE506409321,==BBVAPE55675929,SIN GARANTIA,34800,48,0.188,0
1/04/2019,==BBVAPE506409321,==BBVAPE55697583,SIN GARANTIA,34800,48,0.188,0
1/04/2019,==BBVAPE465776283,==BBVAPE55677495,SIN GARANTIA,4000,24,0.3441,0
1/04/2019,==BBVAPE465776283,==BBVAPE55701093,SIN GARANTIA,4000,24,0.3441,1
1/04/2019,==BBVAPE465776283,==BBVAPE55701921,SIN GARANTIA,4000,24,0.3441,0
1/04/2019,==BBVAPE489728163,==BBVAPE9506397,SIN GARANTIA,15000,18,0.198,1
1/04/2019,==BBVAPE408817533,==BBVAPE9469497,SIN GARANTIA,15000,36,0.2145,0
1/04/2019,==BBVAPE412782753,==BBVAPE9567363,SIN GARANTIA,30000,48,0.18600000000000003,0
1/04/2019,==BBVAPE470052975,==BBVAPE9585957,SIN GARANTIA,30000,60,0.2015,1
1/04/2019,==BBVAPE468878691,==BBVAPE9504237,SIN GARANTIA,30000,48,0.2005,1
1/04/2019,==BBVAPE459487929,==BBVAPE9668217,SIN GARANTIA,24400,60,0.2125,0
1/04/2019,==BBVAPE425549271,==BBVAPE55636455,SIN GARANTIA,13100,48,0.2085,0
1/04/2019,==BBVAPE461752131,==BBVAPE9460443,SIN GARANTIA,10000,24,0.2175,0
1/04/2019,==BBVAPE445066221,==BBVAPE9493851,SIN GARANTIA,31700,60,0.2025,1
1/04/2019,==BBVAPE447420909,==BBVAPE9382701,SIN GARANTIA,15000,36,0.2145,0
1/04/2019,==BBVAPE467413581,==BBVAPE9567741,SIN GARANTIA,25000,48,0.2005,1
1/04/2019,==BBVAPE417199845,==BBVAPE9520257,SIN GARANTIA,15000,18,0.2115,1
1/04/2019,==BBVAPE465396015,==BBVAPE9676677,SIN GARANTIA,10000,12,0.2195,1
1/04/2019,==BBVAPE394785597,==BBVAPE55656165,SIN GARANTIA,13200,36,0.2075,1
1/04/2019,==BBVAPE394785597,==BBVAPE55657083,SIN GARANTIA,13200,36,0.2075,0
1/04/2019,==BBVAPE394785597,==BBVAPE55673247,SIN GARANTIA,13200,36,0.2075,0
1/04/2019,==BBVAPE407743527,==BBVAPE9380487,SIN GARANTIA,5000,12,0.327,1
1/04/2019,==BBVAPE439815999,==BBVAPE9438375,SIN GARANTIA,6800,24,0.326,0
1/04/2019,==BBVAPE492663981,==BBVAPE9384717,SIN GARANTIA,16000,48,0.268,0
1/04/2019,==BBVAPE418481571,==BBVAPE9630183,SIN GARANTIA,10000,48,0.2195,0
1/04/2019,==BBVAPE418481571,==BBVAPE9659973,SIN GARANTIA,5000,6,0.326,0
1/04/2019,==BBVAPE437511243,==BBVAPE9543423,SIN GARANTIA,30000,36,0.2025,1
1/04/2019,==BBVAPE469933203,==BBVAPE55641063,SIN GARANTIA,26100,60,0.188,0
1/04/2019,==BBVAPE440168367,==BBVAPE55651287,SIN GARANTIA,6300,36,0.312,1
1/04/2019,==BBVAPE454818945,==BBVAPE9517017,SIN GARANTIA,1000,12,0.358,1
1/04/2019,==BBVAPE467553981,==BBVAPE9591753,SIN GARANTIA,6000,12,0.327,0
1/04/2019,==BBVAPE475247685,==BBVAPE9496911,SIN GARANTIA,40000,36,0.187,1
1/04/2019,==BBVAPE455098845,==BBVAPE55739253,SIN GARANTIA,4600,36,0.337,1
1/04/2019,==BBVAPE450128631,==BBVAPE55625439,SIN GARANTIA,5700,24,0.305,0
1/04/2019,==BBVAPE450128631,==BBVAPE55625709,SIN GARANTIA,5700,24,0.305,0
1/04/2019,==BBVAPE450128631,==BBVAPE55625745,SIN GARANTIA,5700,24,0.305,1
1/04/2019,==BBVAPE447001419,==BBVAPE55678899,SIN GARANTIA,6400,36,0.3015,1
1/04/2019,==BBVAPE447001419,==BBVAPE55701273,SIN GARANTIA,6400,36,0.3015,0
1/04/2019,==BBVAPE416092971,==BBVAPE9488775,SIN GARANTIA,30000,36,0.2005,0
1/04/2019,==BBVAPE486729885,==BBVAPE9568065,SIN GARANTIA,28600,60,0.2015,1
1/04/2019,==BBVAPE448928913,==BBVAPE9423057,SIN GARANTIA,20000,36,0.2125,0
1/04/2019,==BBVAPE448928913,==BBVAPE9463323,SIN GARANTIA,25000,48,0.2015,0
1/04/2019,==BBVAPE492561579,==BBVAPE55699023,SIN GARANTIA,6000,36,0.312,0
1/04/2019,==BBVAPE492561579,==BBVAPE55700049,SIN GARANTIA,6000,36,0.312,1
1/04/2019,==BBVAPE423445215,==BBVAPE55636671,SIN GARANTIA,8400,36,0.312,0
1/04/2019,==BBVAPE423445215,==BBVAPE55637373,SIN GARANTIA,8400,36,0.312,1
1/04/2019,==BBVAPE503308335,==BBVAPE55674435,SIN GARANTIA,4000,12,0.337,0
1/04/2019,==BBVAPE503308335,==BBVAPE55694217,SIN GARANTIA,4000,12,0.337,1
1/04/2019,==BBVAPE503308335,==BBVAPE55695099,SIN GARANTIA,4000,12,0.337,0
1/04/2019,==BBVAPE502144977,==BBVAPE9402609,SIN GARANTIA,30000,36,0.18899999999999997,1
1/04/2019,==BBVAPE446150235,==BBVAPE9693381,SIN GARANTIA,20000,36,0.2115,0
1/04/2019,==BBVAPE500169765,==BBVAPE55695729,SIN GARANTIA,20900,36,0.19899999999999998,0
1/04/2019,==BBVAPE500169765,==BBVAPE55697817,SIN GARANTIA,20900,36,0.19899999999999998,1
1/04/2019,==BBVAPE464997387,==BBVAPE55679043,SIN GARANTIA,63900,60,0.183,0
1/04/2019,==BBVAPE464997387,==BBVAPE55679655,SIN GARANTIA,63900,60,0.183,0
1/04/2019,==BBVAPE462312345,==BBVAPE55684191,SIN GARANTIA,18900,60,0.19699999999999998,1
1/04/2019,==BBVAPE467916843,==BBVAPE9442551,SIN GARANTIA,10000,12,0.256,0
1/04/2019,==BBVAPE477857955,==BBVAPE9500367,SIN GARANTIA,10000,36,0.2195,1
1/04/2019,==BBVAPE455658069,==BBVAPE55614189,SIN GARANTIA,96100,60,0.185,0
1/04/2019,==BBVAPE455658069,==BBVAPE55614207,SIN GARANTIA,96100,60,0.185,0
1/04/2019,==BBVAPE455658069,==BBVAPE9630921,SIN GARANTIA,96100,60,0.185,0
1/04/2019,==BBVAPE428413593,==BBVAPE55609905,SIN GARANTIA,10400,60,0.2075,0
1/04/2019,==BBVAPE415831107,==BBVAPE55615197,SIN GARANTIA,8000,48,0.312,0
1/04/2019,==BBVAPE415831107,==BBVAPE55615215,SIN GARANTIA,8000,48,0.312,1
1/04/2019,==BBVAPE438114873,==BBVAPE55606125,SIN GARANTIA,7900,36,0.312,0
1/04/2019,==BBVAPE438114873,==BBVAPE55606143,SIN GARANTIA,7900,36,0.312,0
1/04/2019,==BBVAPE495514281,==BBVAPE55605243,SIN GARANTIA,6300,36,0.312,1
1/04/2019,==BBVAPE446441511,==BBVAPE55640019,SIN GARANTIA,3500,12,0.3441,0
1/04/2019,==BBVAPE446441511,==BBVAPE55641009,SIN GARANTIA,3500,12,0.3441,1
1/04/2019,==BBVAPE471418959,==BBVAPE9438951,SIN GARANTIA,14000,18,0.2205,0
1/04/2019,==BBVAPE437932515,==BBVAPE9600861,SIN GARANTIA,25000,48,0.2005,0
1/04/2019,==BBVAPE459401133,==BBVAPE9743601,SIN GARANTIA,7000,36,0.359,0
1/04/2019,==BBVAPE470015643,==BBVAPE9671115,SIN GARANTIA,6000,48,0.325,1
1/04/2019,==BBVAPE442731495,==BBVAPE9450435,SIN GARANTIA,10000,36,0.2195,0
1/04/2019,==BBVAPE454620207,==BBVAPE55672293,SIN GARANTIA,17400,60,0.2,0
1/04/2019,==BBVAPE454620207,==BBVAPE55672311,SIN GARANTIA,17400,60,0.2,0
1/04/2019,==BBVAPE454620207,==BBVAPE55673013,SIN GARANTIA,17400,60,0.2,0
1/04/2019,==BBVAPE454620207,==BBVAPE55693497,SIN GARANTIA,17400,60,0.2,0
1/04/2019,==BBVAPE482976507,==BBVAPE9549849,SIN GARANTIA,20000,36,0.1621,0
1/04/2019,==BBVAPE502001481,==BBVAPE55604937,SIN GARANTIA,3400,36,0.337,1
1/04/2019,==BBVAPE450701157,==BBVAPE9427341,SIN GARANTIA,20000,48,0.2115,1
1/04/2019,==BBVAPE493803075,==BBVAPE55601481,SIN GARANTIA,11600,48,0.2085,0
1/04/2019,==BBVAPE493803075,==BBVAPE55603227,SIN GARANTIA,11600,48,0.2085,0
1/04/2019,==BBVAPE470691759,==BBVAPE9639237,SIN GARANTIA,7000,48,0.327,0
1/04/2019,==BBVAPE467326443,==BBVAPE9701355,SIN GARANTIA,20000,48,0.2135,0
1/04/2019,==BBVAPE388337421,==BBVAPE9450831,DINERARIA,5000,12,0.324,1
1/04/2019,==BBVAPE470266833,==BBVAPE9603885,SIN GARANTIA,25000,36,0.2025,1
1/04/2019,==BBVAPE436181727,==BBVAPE9526233,SIN GARANTIA,10000,24,0.271,0
1/04/2019,==BBVAPE436181727,==BBVAPE9562539,SIN GARANTIA,11000,36,0.273,0
1/04/2019,==BBVAPE473400345,==BBVAPE9499611,SIN GARANTIA,32100,60,0.2005,1
1/04/2019,==BBVAPE432556779,==BBVAPE9453747,SIN GARANTIA,2000,12,0.39,0
1/04/2019,==BBVAPE432556779,==BBVAPE9735375,SIN GARANTIA,2000,13,0.38799999999999996,0
1/04/2019,==BBVAPE434915607,==BBVAPE55653699,SIN GARANTIA,74100,60,0.145,0
1/04/2019,==BBVAPE434915607,==BBVAPE55685649,SIN GARANTIA,74100,60,0.145,0
1/04/2019,==BBVAPE503495247,==BBVAPE55677675,SIN GARANTIA,44900,60,0.188,0
1/04/2019,==BBVAPE503495247,==BBVAPE55700247,SIN GARANTIA,44900,60,0.188,0
1/04/2019,==BBVAPE438619053,==BBVAPE55606215,SIN GARANTIA,6400,36,0.3015,0
1/04/2019,==BBVAPE438619053,==BBVAPE55619265,SIN GARANTIA,6400,36,0.3015,1
1/04/2019,==BBVAPE493800735,==BBVAPE55679475,SIN GARANTIA,600,48,0.337,0
1/04/2019,==BBVAPE493800735,==BBVAPE55727517,SIN GARANTIA,600,48,0.337,1
1/04/2019,==BBVAPE493713561,==BBVAPE55659765,SIN GARANTIA,5000,36,0.312,1
1/04/2019,==BBVAPE493713561,==BBVAPE55696737,SIN GARANTIA,5000,36,0.312,0
1/04/2019,==BBVAPE437605041,==BBVAPE55705539,SIN GARANTIA,10000,24,0.2055,0
1/04/2019,==BBVAPE419657097,==BBVAPE55615233,SIN GARANTIA,3700,36,0.377,0
1/04/2019,==BBVAPE419657097,==BBVAPE55615305,SIN GARANTIA,3700,36,0.377,1
1/04/2019,==BBVAPE498775863,==BBVAPE9261741,SIN GARANTIA,15000,48,0.2135,1
1/04/2019,==BBVAPE460289505,==BBVAPE9542433,SIN GARANTIA,3000,12,0.35700000000000004,1
1/04/2019,==BBVAPE437085687,==BBVAPE55608213,SIN GARANTIA,6300,36,0.312,1
1/04/2019,==BBVAPE476723109,==BBVAPE55724079,SIN GARANTIA,5400,36,0.3025,1
1/04/2019,==BBVAPE476723109,==BBVAPE55725501,SIN GARANTIA,5400,36,0.3025,0
1/04/2019,==BBVAPE504171363,==BBVAPE55634583,SIN GARANTIA,7000,36,0.349,0
1/04/2019,==BBVAPE436540179,==BBVAPE9499809,SIN GARANTIA,38100,60,0.2025,0
1/04/2019,==BBVAPE459683823,==BBVAPE55664445,SIN GARANTIA,29200,60,0.188,0
1/04/2019,==BBVAPE459683823,==BBVAPE9737157,SIN GARANTIA,29200,60,0.2025,1
1/04/2019,==BBVAPE472402983,==BBVAPE55663347,SIN GARANTIA,24600,60,0.19899999999999998,0
1/04/2019,==BBVAPE472402983,==BBVAPE55663383,SIN GARANTIA,24600,60,0.19899999999999998,1
1/04/2019,==BBVAPE503016429,==BBVAPE55705431,SIN GARANTIA,1200,8,0.3441,1
1/04/2019,==BBVAPE503016429,==BBVAPE55726887,SIN GARANTIA,1200,8,0.3441,0
1/04/2019,==BBVAPE503016429,==BBVAPE55726941,SIN GARANTIA,1200,8,0.3441,0
1/04/2019,==BBVAPE503016429,==BBVAPE55727463,SIN GARANTIA,1200,8,0.3441,0
1/04/2019,==BBVAPE503016429,==BBVAPE55728489,SIN GARANTIA,1200,8,0.3441,0
1/04/2019,==BBVAPE503016429,==BBVAPE55728507,SIN GARANTIA,1200,8,0.3441,0
1/04/2019,==BBVAPE503016429,==BBVAPE55729155,SIN GARANTIA,1200,8,0.3441,0
1/04/2019,==BBVAPE503016429,==BBVAPE55729191,SIN GARANTIA,1200,8,0.3441,0
1/04/2019,==BBVAPE437219373,==BBVAPE9393987,SIN GARANTIA,10000,24,0.2175,1
1/04/2019,==BBVAPE477406281,==BBVAPE9536601,SIN GARANTIA,5000,12,0.327,1
1/04/2019,==BBVAPE495629373,==BBVAPE55655805,SIN GARANTIA,4800,24,0.337,1
1/04/2019,==BBVAPE495629373,==BBVAPE55693479,SIN GARANTIA,4800,24,0.337,0
1/04/2019,==BBVAPE447100959,==BBVAPE55694541,SIN GARANTIA,10000,36,0.2085,1
1/04/2019,==BBVAPE411000771,==BBVAPE9567633,SIN GARANTIA,65400,60,0.185,1
1/04/2019,==BBVAPE462457911,==BBVAPE55698159,SIN GARANTIA,28600,60,0.18600000000000003,0
1/04/2019,==BBVAPE462457911,==BBVAPE55727985,SIN GARANTIA,2000,6,0.3369,0
1/04/2019,==BBVAPE462457911,==BBVAPE55728813,SIN GARANTIA,2000,6,0.3369,1
1/04/2019,==BBVAPE439089051,==BBVAPE9668505,SIN GARANTIA,15000,36,0.2115,1
1/04/2019,==BBVAPE505513533,==BBVAPE55606233,SIN GARANTIA,10500,48,0.2085,0
1/04/2019,==BBVAPE505513533,==BBVAPE55619283,SIN GARANTIA,10500,48,0.2085,1
1/04/2019,==BBVAPE474758265,==BBVAPE9602931,SIN GARANTIA,9000,24,0.326,0
1/04/2019,==BBVAPE487339707,==BBVAPE9597999,SIN GARANTIA,15000,18,0.2115,1
1/04/2019,==BBVAPE496813809,==BBVAPE9607917,SIN GARANTIA,45000,48,0.2035,1
1/04/2019,==BBVAPE424012593,==BBVAPE55645815,SIN GARANTIA,3600,36,0.337,0
1/04/2019,==BBVAPE473494125,==BBVAPE55604829,SIN GARANTIA,9000,36,0.3025,1
1/04/2019,==BBVAPE439510179,==BBVAPE9572871,SIN GARANTIA,20000,24,0.2115,0
1/04/2019,==BBVAPE489476451,==BBVAPE55650351,SIN GARANTIA,77800,60,0.188,0
1/04/2019,==BBVAPE489476451,==BBVAPE9680853,SIN GARANTIA,77800,60,0.2025,0
1/04/2019,==BBVAPE461126325,==BBVAPE55623387,SIN GARANTIA,53000,60,0.185,0
1/04/2019,==BBVAPE474413961,==BBVAPE55659117,SIN GARANTIA,6100,36,0.312,0
1/04/2019,==BBVAPE474413961,==BBVAPE55696071,SIN GARANTIA,6100,36,0.312,0
1/04/2019,==BBVAPE91032897,==BBVAPE9278769,SIN GARANTIA,33000,36,0.2035,1
1/04/2019,==BBVAPE494621175,==BBVAPE9564105,SIN GARANTIA,50000,36,0.2025,0
1/04/2019,==BBVAPE441640173,==BBVAPE9492483,SIN GARANTIA,44200,48,0.2025,1
1/04/2019,==BBVAPE433208847,==BBVAPE9520311,SIN GARANTIA,7000,24,0.326,1
1/04/2019,==BBVAPE452130357,==BBVAPE9461325,SIN GARANTIA,5000,12,0.326,1
1/04/2019,==BBVAPE482994561,==BBVAPE55606521,SIN GARANTIA,68100,60,0.18600000000000003,0
1/04/2019,==BBVAPE445028295,==BBVAPE9409683,SIN GARANTIA,2000,18,0.35600000000000004,0
1/04/2019,==BBVAPE455056653,==BBVAPE55609347,SIN GARANTIA,10700,48,0.2085,0
1/04/2019,==BBVAPE455056653,==BBVAPE55622271,SIN GARANTIA,10700,48,0.2085,0
1/04/2019,==BBVAPE455056653,==BBVAPE55637661,SIN GARANTIA,7700,36,0.312,1
1/04/2019,==BBVAPE450035895,==BBVAPE9456519,SIN GARANTIA,65000,60,0.2015,0
1/04/2019,==BBVAPE450035895,==BBVAPE9483771,SIN GARANTIA,40000,60,0.2025,0
1/04/2019,==BBVAPE450035895,==BBVAPE9517287,SIN GARANTIA,60000,48,0.2015,0
1/04/2019,==BBVAPE449298291,==BBVAPE9536691,SIN GARANTIA,10000,48,0.2185,1
1/04/2019,==BBVAPE453807993,==BBVAPE9501321,SIN GARANTIA,60000,36,0.1995,0
1/04/2019,==BBVAPE478571673,==BBVAPE8829651,NO DINERARIA,200000,120,0.1995,0
1/04/2019,==BBVAPE422744367,==BBVAPE55614171,SIN GARANTIA,12300,24,0.2075,0
1/04/2019,==BBVAPE422744367,==BBVAPE55615035,SIN GARANTIA,12300,24,0.2075,1
1/04/2019,==BBVAPE483898521,==BBVAPE55659891,SIN GARANTIA,10100,48,0.2065,1
1/04/2019,==BBVAPE451840035,==BBVAPE55706169,SIN GARANTIA,19400,48,0.19899999999999998,0
1/04/2019,==BBVAPE425083305,==BBVAPE55729281,SIN GARANTIA,6200,36,0.312,0
1/04/2019,==BBVAPE438152511,==BBVAPE9509097,SIN GARANTIA,29700,60,0.2025,0
1/04/2019,==BBVAPE417866565,==BBVAPE9415569,SIN GARANTIA,10000,36,0.2205,0
1/04/2019,==BBVAPE461305911,==BBVAPE55649631,SIN GARANTIA,2500,48,0.3441,0
1/04/2019,==BBVAPE461305911,==BBVAPE55654077,SIN GARANTIA,2500,48,0.3441,0
1/04/2019,==BBVAPE461305911,==BBVAPE55687269,SIN GARANTIA,2500,48,0.3441,0
1/04/2019,==BBVAPE461305911,==BBVAPE55723431,SIN GARANTIA,2500,48,0.3441,0
1/04/2019,==BBVAPE474253725,==BBVAPE9641019,SIN GARANTIA,4500,6,0.35600000000000004,0
1/04/2019,==BBVAPE461280153,==BBVAPE55694001,SIN GARANTIA,56300,48,0.185,0
1/04/2019,==BBVAPE461280153,==BBVAPE55697799,SIN GARANTIA,50000,48,0.185,0
1/04/2019,==BBVAPE461280153,==BBVAPE9649371,SIN GARANTIA,50000,48,0.185,1
1/04/2019,==BBVAPE472174041,==BBVAPE9603453,SIN GARANTIA,25000,48,0.2025,0
1/04/2019,==BBVAPE472174041,==BBVAPE9607413,SIN GARANTIA,20000,48,0.2135,0
1/04/2019,==BBVAPE485390829,==BBVAPE55605729,SIN GARANTIA,10300,48,0.2085,0
1/04/2019,==BBVAPE485390829,==BBVAPE55605747,SIN GARANTIA,10300,48,0.2085,1
1/04/2019,==BBVAPE429973113,==BBVAPE9521319,SIN GARANTIA,39500,36,0.2025,0
1/04/2019,==BBVAPE434861193,==BBVAPE9512733,SIN GARANTIA,15000,36,0.2125,0
1/04/2019,==BBVAPE460298901,==BBVAPE9688773,SIN GARANTIA,25000,48,0.2025,1
1/04/2019,==BBVAPE473099691,==BBVAPE9190839,SIN GARANTIA,10000,36,0.2195,1
1/04/2019,==BBVAPE425398017,==BBVAPE55679493,SIN GARANTIA,10000,24,0.2075,1
1/04/2019,==BBVAPE425398017,==BBVAPE55688781,SIN GARANTIA,17700,48,0.19899999999999998,0
1/04/2019,==BBVAPE425398017,==BBVAPE55692669,SIN GARANTIA,10300,24,0.2075,0
1/04/2019,==BBVAPE425398017,==BBVAPE55702029,SIN GARANTIA,10000,24,0.2075,0
1/04/2019,==BBVAPE471500445,==BBVAPE55616493,SIN GARANTIA,7700,36,0.305,0
1/04/2019,==BBVAPE471500445,==BBVAPE55619877,SIN GARANTIA,7700,36,0.305,0
1/04/2019,==BBVAPE471500445,==BBVAPE55619895,SIN GARANTIA,7700,36,0.305,1
1/04/2019,==BBVAPE471500445,==BBVAPE55631775,SIN GARANTIA,7700,36,0.305,0
1/04/2019,==BBVAPE452522883,==BBVAPE9735195,DINERARIA,1000,12,0.35700000000000004,1
1/04/2019,==BBVAPE478672041,==BBVAPE55705449,SIN GARANTIA,1700,36,0.337,0
1/04/2019,==BBVAPE363126531,==BBVAPE55646193,SIN GARANTIA,17000,60,0.2,0
1/04/2019,==BBVAPE363126531,==BBVAPE55650585,SIN GARANTIA,17000,60,0.2,1
1/04/2019,==BBVAPE456876327,==BBVAPE9294969,SIN GARANTIA,25000,36,0.2015,1
1/04/2019,==BBVAPE462049671,==BBVAPE55729011,SIN GARANTIA,5200,36,0.312,1
1/04/2019,==BBVAPE473471265,==BBVAPE9614217,SIN GARANTIA,10000,30,0.2195,0
1/04/2019,==BBVAPE481994103,==BBVAPE9483285,SIN GARANTIA,30000,24,0.2015,1
1/04/2019,==BBVAPE435878823,==BBVAPE55662969,SIN GARANTIA,10500,48,0.2085,1
1/04/2019,==BBVAPE435878823,==BBVAPE55679241,SIN GARANTIA,10500,48,0.2085,0
1/04/2019,==BBVAPE435878823,==BBVAPE55682769,SIN GARANTIA,10500,48,0.2085,0
1/04/2019,==BBVAPE442071651,==BBVAPE55674993,SIN GARANTIA,10100,48,0.2075,0
1/04/2019,==BBVAPE442071651,==BBVAPE55693857,SIN GARANTIA,10100,48,0.2075,0
1/04/2019,==BBVAPE430222107,==BBVAPE55662429,SIN GARANTIA,8100,36,0.312,1
1/04/2019,==BBVAPE430222107,==BBVAPE55703793,SIN GARANTIA,8100,36,0.312,0
1/04/2019,==BBVAPE443701461,==BBVAPE55630785,SIN GARANTIA,12700,60,0.2075,0
1/04/2019,==BBVAPE443701461,==BBVAPE55649883,SIN GARANTIA,12700,60,0.2075,1
1/04/2019,==BBVAPE470131869,==BBVAPE55720209,SIN GARANTIA,10200,36,0.2075,1
1/04/2019,==BBVAPE428898711,==BBVAPE55679331,SIN GARANTIA,30700,60,0.188,0
1/04/2019,==BBVAPE428898711,==BBVAPE9560811,SIN GARANTIA,30000,36,0.2005,0
1/04/2019,==BBVAPE498492633,==BBVAPE9560973,SIN GARANTIA,42000,48,0.2025,0
1/04/2019,==BBVAPE474379077,==BBVAPE55625493,SIN GARANTIA,15000,60,0.19899999999999998,0
1/04/2019,==BBVAPE429689541,==BBVAPE9556275,SIN GARANTIA,15000,48,0.252,0
1/04/2019,==BBVAPE492596409,==BBVAPE55654203,SIN GARANTIA,14000,36,0.2075,0
1/04/2019,==BBVAPE492596409,==BBVAPE55672401,SIN GARANTIA,14000,36,0.2075,0
1/04/2019,==BBVAPE492596409,==BBVAPE55672419,SIN GARANTIA,14000,36,0.2075,1
1/04/2019,==BBVAPE492596409,==BBVAPE55687143,SIN GARANTIA,14000,36,0.2075,0
1/04/2019,==BBVAPE456386439,==BBVAPE55653573,SIN GARANTIA,13200,60,0.2055,0
1/04/2019,==BBVAPE456386439,==BBVAPE55670853,SIN GARANTIA,13200,60,0.2055,0
1/04/2019,==BBVAPE448001355,==BBVAPE9515271,SIN GARANTIA,10000,12,0.272,0
1/04/2019,==BBVAPE470313525,==BBVAPE55600563,SIN GARANTIA,10400,36,0.2075,0
1/04/2019,==BBVAPE431982597,==BBVAPE55704693,SIN GARANTIA,2600,36,0.337,0
1/04/2019,==BBVAPE431982597,==BBVAPE55706097,SIN GARANTIA,2600,36,0.337,1
1/04/2019,==BBVAPE465282075,==BBVAPE9410223,DINERARIA,10000,12,0.2205,1
1/04/2019,==BBVAPE477801777,==BBVAPE9564141,SIN GARANTIA,1200,36,0.35700000000000004,1
1/04/2019,==BBVAPE479271009,==BBVAPE9470991,SIN GARANTIA,10000,48,0.2205,0
1/04/2019,==BBVAPE442910415,==BBVAPE55616295,SIN GARANTIA,4700,24,0.337,1
1/04/2019,==BBVAPE436526445,==BBVAPE55617969,SIN GARANTIA,8600,36,0.3025,0
1/04/2019,==BBVAPE436526445,==BBVAPE9661971,SIN GARANTIA,15000,36,0.2125,1
1/04/2019,==BBVAPE472923597,==BBVAPE9573249,SIN GARANTIA,20000,23,0.2125,0
